,OBJECTID,NAME,ALTNAME,BLOCK,Location_n,Fromstreet,ToStreet,TOTALANES,DIRECT1,SIDEWLK1,WIDTH_C_C,WIDTHAPPRO,ROW_WIDTH,StateRte,FCLASS2014,STATERESP,OWNERSHIP,lengthinv,SURFACETXT,SHOULDTEXT,RESPONSERO,OWNTYPE,MGTRESPONB,STATEROUTE,DeedyrBkPg,SID,RINNUM,SHAPE__Len,geometry,slope,slope_below5,slope_5_10,slope_10_15,slope_above15,slope_category
417,414,ELMWOOD AVE,,300,300 Blk Elmwood Ave.,FAIRMOUNT AVE,DRYDEN RD,2,Two-way,Sidewalks adjacent to both sides of the street,26.0,26.0,60.0,NO,Local Road,NONE,CITY ST,696.759209588613,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1912 BKPG 178-530,2,487.0,287.909698148901,"LINESTRING (-76.48033438163615 42.43980870382599, -76.48036531165539 42.43983249756159, -76.48057330594017 42.43991851638702, -76.48075986144399 42.44001472137941, -76.48080659099423 42.44004117599444, -76.48085355274075 42.44006762989764, -76.4810862681231 42.440204184453435, -76.48142811862427 42.44043842381259, -76.4815500086777 42.44052239893983, -76.481598656024 42.44053065550098, -76.48159977882291 42.44053084645934, -76.48174751016188 42.44067298435389, -76.48178289405567 42.44069942761283, -76.48186451009288 42.44077496247809, -76.48189686960677 42.440810664342244, -76.48194008416368 42.44086404135547, -76.48196593850294 42.44091328686072, -76.48197954162939 42.44094914316889, -76.48198873125666 42.44099408673564, -76.48199258863949 42.44104348384012, -76.48198903488749 42.441093045448014, -76.48199679902937 42.441160454572824)",12.287880542710827,0,0,1,0,3
418,415,FAIRMOUNT AVE,,300,300 Blk Fairmount Ave.,ELMWOOD AVE,DRYDEN RD,2,Two-way,Sidewalks adjacent to both sides of the street,24.3,24.3,50.0,NO,Local Road,NONE,CITY ST,472.976505881061,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1912 BKPG 178-530,2,488.0,195.776976432014,"LINESTRING (-76.48033438163615 42.43980870382599, -76.48038215637175 42.44018623260694, -76.48039968808686 42.440510223450445, -76.48039223046554 42.441104657063576)",4.628533003652844,1,0,0,0,1
419,416,MAPLE GROVE PL,,100,100 Blk Maple Grove Pl.,DRYDEN RD,END,2,Two-way,Sidewalks adjacent to both sides of the street,18.0,18.0,30.0,NO,Local Road,NONE,CITY ST,213.268501380676,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1912 BKPG 178-530,2,489.0,88.278499676161,"LINESTRING (-76.4794667289392 42.44053579381342, -76.47948752859047 42.44112082059037)",2.0938398490561685,1,0,0,0,1
420,417,MILLER ST,,100,100 Blk Miller St.,COBB ST,CORNELL ST,2,Two-way,Sidewalks adjacent to both sides of the street,18.0,18.0,50.0,NO,Local Road,NONE,CITY ST,310.48203158007,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,See link to paper record BKPG See link to paper record,2,490.0,128.046949306384,"LINESTRING (-76.47647981306947 42.43986743902865, -76.47648040258304 42.439867433276156, -76.47666958174304 42.439864865366204, -76.47762961520259 42.43984362993084)",0.0,1,0,0,0,1
421,418,WORTH ST,,200,200 Blk Worth St.,COBB ST,CORNELL ST,2,Two-way,Sidewalks adjacent to both sides of the street and south side partial,26.2,26.2,50.0,NO,Local Road,NONE,CITY ST,307.032428034487,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1912, 1949 BKPG 178-530, 325-57",2,491.0,126.624546989954,"LINESTRING (-76.47644564911361 42.438926688605115, -76.4766429288607 42.43892412829132, -76.47671771977198 42.43892316884034, -76.47704329257645 42.43891009371791, -76.47711761284769 42.43891359272421, -76.47721069564645 42.43891230688706, -76.47746234233385 42.43890553709195, -76.47758000274648 42.43888837536541)",0.48406033143732796,1,0,0,0,1
422,419,WORTH ST,,300,300 Blk Worth St.,PEARL ST,COBB ST,2,Two-way,No sidewalks adjacent to the street,26.0,26.0,50.0,NO,Local Road,NONE,CITY ST,309.590915543347,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1949 BKPG 325-57,2,492.0,127.677746414616,"LINESTRING (-76.47529936718463 42.438954900590524, -76.47554675796009 42.43894728561399, -76.47618838990775 42.43893450966783, -76.47644564911361 42.438926688605115)",0.0,1,0,0,0,1
423,420,WORTH ST,,400,400 Blk Worth St.,CITY LINE,PEARL ST,2,Two-way,No sidewalks adjacent to the street,26.0,26.0,50.0,NO,Local Road,NONE,CITY ST,208.03995206113,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1949 BKPG 325-57,2,493.0,85.7973476500836,"LINESTRING (-76.4745290742568 42.43897393619616, -76.47500607468699 42.438963240516095, -76.4752980665797 42.438954940778245, -76.47529936718463 42.438954900590524)",0.0,1,0,0,0,1
424,421,MITCHELL ST,,700,700 Blk Mitchell St.,PEARL ST,COBB ST,2,Two-way,Sidewalks adjacent to the south side of the street only,26.1,26.1,49.5,NO,Collector,NONE,CITY ST,311.838460897405,Surface Treated,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,"1)1926, 2)1928, 3)1930 BKPG 1)211-181, 2)213-569, 3)220-450",2,494.0,128.602343051675,"LINESTRING (-76.4752491028295 42.437780410109674, -76.47533203848616 42.43777929718865, -76.47559830079233 42.43778486487355, -76.47584604581967 42.43778629753481, -76.47598311271408 42.43778899811522, -76.47605766374733 42.43779249802522, -76.47616879645437 42.43779551802315, -76.47625678467442 42.43779439925318, -76.47640362590853 42.43780150549546)",0.0,1,0,0,0,1
425,422,RIDGEDALE RD,,200,200 Blk Ridgedale Rd.,ELMWOOD AVE,ITHACA RD,2,Two-way,Sidewalks adjacent to both sides of the street,26.0,26.0,50.0,NO,Local Road,NONE,CITY ST,826.116160444961,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1931 BKPG 227-176,2,495.0,340.772167288643,"LINESTRING (-76.47867476193592 42.4370968870059, -76.47973934911221 42.43711020244763, -76.4799238888376 42.43710779602733, -76.47997367099846 42.43710715490049, -76.48004083302452 42.43709726808983, -76.48013140243118 42.43707351077944, -76.48024074296097 42.437040680012025, -76.48031510437343 42.437017079034696, -76.48044066011573 42.436979459578964, -76.48051502109988 42.436956030427446, -76.48065284768983 42.436918250688436, -76.4807272085228 42.436894821398866, -76.48087059925712 42.43685241616572, -76.48092109726882 42.436838225842465, -76.4811594633609 42.43676760611641, -76.4812081089536 42.43675341491566, -76.48134801910965 42.43671563709581, -76.48142260436433 42.43669666580983, -76.48155207143344 42.43667242698094, -76.48162473214697 42.4366582344159)",0.003520406003610039,1,0,0,0,1
426,423,VALLEY RD,,100,100 Blk Valley Rd.,RIDGEDALE RD,E STATE ST,2,Two-way,Sidewalks adjacent to the south side of the street only,29.8,29.8,66.0,NO,Local Road,NONE,CITY ST,573.423859017071,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1931 BKPG 227-176,2,496.0,236.609136157619,"LINESTRING (-76.48254410697011 42.43615535441591, -76.48279208595198 42.43629620712028, -76.48297807091683 42.43640184674514, -76.48302665099693 42.43642830119123, -76.48308380615543 42.43644996094759, -76.48312938996806 42.43646749441659, -76.48319837564132 42.43647561503066, -76.48326993530992 42.43646555911223, -76.48365718482977 42.43638854682139, -76.48367038194493 42.436388387239894, -76.48367362923744 42.436387789566936, -76.48385496932386 42.436354417423516, -76.48448887059 42.4362337105558)",7.3060204110109925,0,1,0,0,2
427,424,VALLEY RD,,200,200 Blk Valley Rd.,ELMWOOD AVE,RIDGEDALE RD,2,Two-way,Short section north side near Eastwood Ave,26.2,26.2,50.0,NO,Local Road,NONE,CITY ST,1142.9079000222,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1931, 1893 BKPG 227-176, 140-201",2,497.0,471.554025492847,"LINESTRING (-76.47861438716605 42.436304872928375, -76.47861588041883 42.43630515968569, -76.4789710616753 42.436300510368106, -76.47909539882193 42.43629890843688, -76.47932162051045 42.43629156765533, -76.47941238404859 42.43629027792466, -76.47965689680171 42.436282609149245, -76.47974904924031 42.4362814923644, -76.47982594245954 42.43626698335801, -76.4799002967116 42.43624801375279, -76.47996468675579 42.43623366532726, -76.48010623154448 42.43618680022395, -76.48016438531263 42.436163527756655, -76.48048847780474 42.43605576927912, -76.48055149289256 42.4360325018765, -76.48059782272585 42.436018307956175, -76.48072453941813 42.435976230966354, -76.48090778181975 42.43591533869209, -76.48098145613339 42.43588727750668, -76.48105350030325 42.43586384503225, -76.48110098788885 42.435849823897236, -76.48115520432371 42.43582654741439, -76.48122933999286 42.43579865843659, -76.48127705869344 42.43578446547815, -76.48140653238127 42.43575576765826, -76.48149290955558 42.435745725121485, -76.48158574944603 42.435748894671406, -76.48164523322747 42.435761638900146, -76.48169915877254 42.43577455012631, -76.48177366305137 42.43580497317666, -76.48212190253219 42.435940084915536, -76.4821959438715 42.43597067833779, -76.4822604927706 42.43600143439892, -76.48236344838915 42.43604954771841, -76.48242105024283 42.43608029756945, -76.48245874096042 42.436111373784236, -76.48254410697011 42.43615535441591)",8.75426772163087,0,1,0,0,2
428,425,ITHACA RD,,000,<100 Blk Ithaca Rd.,RIDGEDALE RD,MITCHELL ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.0,30.0,50.0,NO,Local Road,NONE,CITY ST,305.845897683165,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1931 BKPG 227-176,2,498.0,126.582846740392,"LINESTRING (-76.48162549201858 42.43665808564124, -76.48173040465227 42.43721505912596, -76.48174004223057 42.43726892145078, -76.48176301484439 42.43738110672773, -76.48178483616239 42.437489003778474)",2.5512587247420377,1,0,0,0,1
429,426,BRANDON PL,,100,100 Blk Brandon Pl.,MITCHELL ST,END,2,Two-way,Sidewalks adjacent to both sides of the street,22.2,22.2,32.0,NO,Local Road,NONE,CITY ST,511.654732955973,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1920 BKPG 197-497,2,499.0,211.466602531769,"LINESTRING (-76.48385094414843 42.43655713404708, -76.48418377806148 42.43682277597157, -76.48418416771895 42.43682308690996, -76.48467139640202 42.437217457031835, -76.48470515338485 42.437248529116395, -76.4848600189656 42.43741759520982, -76.48493350880456 42.43750667037569, -76.4850472169022 42.43764037153966)",8.297136370911543,0,1,0,0,2
430,427,DUNMORE PL,,100,100 Blk Dunmore Pl.,E STATE ST,BRANDON PL,1,One-way,Sidewalks adjacent to both sides of the street,25.0,25.0,35.0,NO,Local Road,NONE,CITY ST,222.452327165182,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1920 BKPG 197-497,2,501.0,91.8405360905302,"LINESTRING (-76.48487073971371 42.43648546792329, -76.48418416771895 42.43682308690996)",0.7820290585422415,1,0,0,0,1
431,428,CORNELL WALK,,000,<100 Blk Cornell Walk,VALLEY RD,END,2,Two-way,No sidewalks adjacent to the street,26.0,26.0,50.0,NO,Local Road,NONE,CITY ST,803.026786057903,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,12/15/1965 (from J.D. Gallcher) BKPG 461-106,2,503.0,331.748002934201,"LINESTRING (-76.47841751848335 42.43626707502962, -76.47841342656191 42.43608253079987, -76.47841980614832 42.4360060449491, -76.47843031490409 42.435951858659976, -76.47845679283657 42.435901974181206, -76.47849646152464 42.435856389861215, -76.4786193714817 42.4357376480666, -76.47870657150875 42.435651117587035, -76.4787640825584 42.43559628812931, -76.47886936589535 42.4354958806776, -76.47897718650955 42.43539993549481, -76.47904349553117 42.43534494284742, -76.47909241726202 42.43530382499132, -76.47918674089041 42.435248685775214, -76.47925741206977 42.435216163808676, -76.47933156288792 42.435179185797914, -76.47967748275116 42.435030631852605, -76.47975162576098 42.434998112719384, -76.48008270329034 42.43486326371903, -76.48018764035218 42.43483042902261, -76.4802770345118 42.43481575990118, -76.48036247107464 42.43481463658466)",5.360783677434282,0,1,0,0,2
432,429,VALLEY RD,,300,300 Blk Valley Rd.,CORNELL ST,ELMWOOD AVE,2,Two-way,No sidewalks adjacent to the street,26.2,26.2,50.0,NO,Local Road,NONE,CITY ST,318.904218666495,Asphalt,,NO,CITYST,CITY-ALL,NO,"1931, 1893 BKPG 227-176, 140-201",2,504.0,131.545213292549,"LINESTRING (-76.477473872506 42.436076692885244, -76.4784164432145 42.436266857974964, -76.47841751848335 42.43626707502962, -76.47861438716605 42.436304872928375)",3.2389766056573435,1,0,0,0,1
433,430,HOMESTEAD RD,,100,100 Blk Homestead Rd.,HOMESTEAD TER,CORNELL ST,2,Two-way,No sidewalks adjacent to the street,29.5,29.5,50.0,NO,Local Road,NONE,CITY ST,714.383613377342,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1942 (Part) BKPG 265-344,2,506.0,294.67471234894,"LINESTRING (-76.4747693799522 42.43457047226705, -76.47497572656705 42.43453731879823, -76.47530633025224 42.434480528754044, -76.47553039482047 42.43441847712753, -76.47592135817916 42.43429852968532, -76.47610832366024 42.43425649711725, -76.47620494951386 42.43424245373541, -76.4762554388852 42.434232725511144, -76.47637585819997 42.43421774539422, -76.4764497316429 42.43420769588793, -76.47658034708738 42.434188093947874, -76.47674235838308 42.434164485936684, -76.47731530470583 42.43405452681674)",5.461726420208849,0,1,0,0,2
434,431,HOMESTEAD TER,,200,200 Blk Homestead Terrace,WOODCREST AVE,END,2,Two-way,No sidewalks adjacent to the street,29.5,29.5,50.0,NO,Local Road,NONE,CITY ST,686.204914242108,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Unknown,2,508.0,284.011338568428,"LINESTRING (-76.4747110310581 42.43323053216846, -76.47475381229764 42.43433318764371, -76.4747693799522 42.43457047226705, -76.47476938453246 42.434570635224645, -76.47477284707291 42.434706574845784, -76.47479436975563 42.43511247490208)",11.756053691823837,0,0,1,0,3
435,432,EASTWOOD TER,,100,100 Blk Eastwood Terrace,WOODCREST AVE,END,2,Two-way,No sidewalks adjacent to the street,24.0,24.0,0.0,NO,Local Road,NONE,CITY ST,329.89008367205,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Unknown,2,509.0,136.535311283777,"LINESTRING (-76.47606255880655 42.43274935767724, -76.47605282107948 42.43289358566679, -76.47607583329315 42.433654238159896)",4.468140311963023,1,0,0,0,1
436,433,EASTWOOD AVE,,300,300 Blk Eastwood Ave.,WOODCREST AVE,END,2,Two-way,No sidewalks adjacent to the street,26.0,26.0,50.0,NO,Local Road,NONE,CITY ST,531.397609144195,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1937 BKPG 244-222,2,510.0,219.342922582971,"LINESTRING (-76.47437352367119 42.43199656601092, -76.47594780647182 42.43270122762254, -76.47606016145099 42.432748352505634)",4.359552248048867,1,0,0,0,1
437,434,WOODCREST TER,,100,100 Blk Woodcrest Terrace,WOODCREST AVE,END,2,Two-way,No sidewalks adjacent to the street,22.0,22.0,0.0,NO,Local Road,NONE,CITY ST,330.878406257378,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Unknown,2,511.0,136.619342709604,"LINESTRING (-76.47374695423872 42.4327070350009, -76.47461633800953 42.43309666763289, -76.47466650895424 42.433136504621984, -76.47469838322635 42.433181126422504, -76.4747110310581 42.43323053216846)",1.7822712007798787,1,0,0,0,1
438,435,WOODCREST AVE,,000,<100 Blk Woodcrest Ave.,HOMESTEAD TERR,END,2,Two-way,No sidewalks adjacent to the street,26.0,26.0,50.0,NO,Local Road,NONE,CITY ST,1086.53542220696,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Part 1937 BKPG 244-222,2,512.0,448.111123445091,"LINESTRING (-76.47075524574709 42.43360557303351, -76.47097337097877 42.43358915139713, -76.47153186257657 42.43355951237411, -76.47160619083706 42.43355409664624, -76.47189006991138 42.43353687935209, -76.47221191264599 42.433523814307904, -76.4722779071726 42.43351839006574, -76.4726189263397 42.43352763824835, -76.47269301571139 42.43352668074369, -76.47289095818114 42.43353304583838, -76.47312710209174 42.433539104311244, -76.4732660198991 42.4335371797055, -76.47346607793585 42.43352570920353, -76.47388967073648 42.43344825062681, -76.47396378355484 42.43343374289065, -76.47440757998078 42.43331994237728, -76.47454887570093 42.43328217324884, -76.47470998042321 42.43323086698279)",2.3575811106274585,1,0,0,0,1
439,436,WOODCREST AVE,,000,<100 Blk Woodcrest Ave.,HOMESTEAD TERR,EASTWOOD AVE,2,Two-way,No sidewalks adjacent to the street,26.0,26.0,50.0,NO,Local Road,NONE,CITY ST,403.744203688042,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Part 1937 BKPG 244-222,2,513.0,166.605819983601,"LINESTRING (-76.47470998042321 42.43323086698279, -76.4747110310581 42.43323053216846, -76.47496191625577 42.433146217556754, -76.47504484963852 42.43311816892594, -76.47578640247265 42.43285646176322, -76.47584199979379 42.43283764823576, -76.47605778171283 42.43275126993417)",1.782253556612037,1,0,0,0,1
440,437,WATER ST,,200,200 Blk Water St.,GILES ST,TREVA AVE,2,Two-way,No sidewalks adjacent to the street,22.0,22.0,50.0,NO,Local Road,NONE,CITY ST,626.914698645142,Asphalt,,NO,CITYST,CITY-ALL,NO,"1903 (part), rest unknown BKPG 160-164",2,514.0,258.907737875526,"LINESTRING (-76.48414539260985 42.433221246863, -76.48420600123329 42.43340052362947, -76.48422095776102 42.43345884863976, -76.48422573524435 42.43351287764513, -76.48421452238868 42.43357615415463, -76.48419245565275 42.433621411784394, -76.48416183715337 42.433657745494806, -76.48411640052197 42.433694408484484, -76.48406079083577 42.43372214432919, -76.48398086283218 42.43375466124385, -76.48390351059055 42.43376917174592, -76.48379234051396 42.43379325807757, -76.48371822979891 42.433807600213306, -76.48335046615907 42.43387090925703, -76.48327635498013 42.43388542216237, -76.48309730982545 42.4339327733847, -76.48302295337616 42.43395620422848, -76.48297430324023 42.43397485626167, -76.48289899774494 42.43401183562556, -76.482829003609 42.43405773791336, -76.48276502904228 42.43410364543917, -76.48266301138187 42.43419496908995, -76.48266287627804 42.43419509321187)",8.33228695559782,0,1,0,0,2
441,438,WATER ST,,100,100 Blk Water St.,TREVA AVE,E STATE ST,2,Two-way,No sidewalks adjacent to the street,22.0,22.0,50.0,NO,Local Road,NONE,CITY ST,268.143806742629,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,"1903 (part), rest unknown BKPG 160-164",2,515.0,110.828599309468,"LINESTRING (-76.48266287627804 42.43419509321187, -76.48217631546856 42.43464268648737, -76.48205177273287 42.434774808151076)",0.5712865683531275,1,0,0,0,1
442,439,TREVA AVE,,100,100 Blk Treva St.,WATER ST,END,2,Two-way,Sidewalks adjacent to the east side of the street and partial,21.9,21.9,50.0,NO,Local Road,NONE,CITY ST,368.054069052325,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,2,516.0,151.992638671465,"LINESTRING (-76.48159738478337 42.43356494215348, -76.48266301138187 42.43419496908995)",14.717419087137682,0,0,1,0,3
443,440,VALENTINE PL,,100,100 Blk Valentine Pl.,E STATE ST,END,2,Two-way,Sidewalks adjacent to both sides of the street,22.0,22.0,34.0,NO,Local Road,NONE,CITY ST,266.772901961115,Asphalt,,NO,CITYST,CITY-ALL,NO,Unknown,2,517.0,110.241927970966,"LINESTRING (-76.48577963702611 42.436108930843176, -76.48570518700787 42.43619084734458, -76.4856275158352 42.436259555537006, -76.48512770668854 42.43665770933883)",2.4759429432911344,1,0,0,0,1
444,441,GILES ST,,200-300,200-300 Blk Giles st.,GILES  ST BRIDGE,COLUMBIA ST,2,Two-way,Sidewalks adjacent to the north side of the street only and partial,25.3,25.3,49.5,NO,Collector,NONE,CITY ST,1854.87783680492,Asphalt,,NO,CITYST,CITY-ALL,NO,Unknown,4,518.0,766.466635692375,"LINESTRING (-76.48566786154105 42.43327614860847, -76.48597402846373 42.43329198684197, -76.48637874866995 42.43331834386813, -76.4865442707786 42.43332980314578, -76.48661233300487 42.43333346177056, -76.48667390574096 42.43334157494245, -76.48674821286994 42.433349698811355, -76.4870891118384 42.43343831072635, -76.48710299432248 42.43344415358871, -76.4871467251553 42.433461512857775, -76.48722422586518 42.433501024265844, -76.48730333992398 42.433544996131545, -76.48735608024893 42.43357591139991, -76.4874162102121 42.433620210303566, -76.4874779661623 42.43365988032028, -76.48753949127503 42.43369954921022, -76.48758990981376 42.433734921588666, -76.48764565408361 42.43377029839038, -76.48770185373117 42.433809963647356, -76.48777055023666 42.43385409845354, -76.48793150353775 42.43397823097532, -76.48799623655205 42.434040370936636, -76.48805078905312 42.43409821339655, -76.48808523325424 42.434133744232305, -76.48812152269458 42.43417390680434, -76.4881624350049 42.43421836040488, -76.48819364470928 42.434249429363625, -76.48825604925666 42.43432065661535, -76.48833163811976 42.43440081217539, -76.48836446134771 42.43443634158206, -76.48841091719495 42.43448971890084, -76.48844836407788 42.43452988232545, -76.48849065378462 42.43458325526236, -76.48852485938531 42.4346234159796, -76.48856530249736 42.434672329103165, -76.48861706404334 42.434739259252126, -76.4886708966418 42.43481510940295, -76.48871017598965 42.43486865172657, -76.48873882519345 42.43490880779147, -76.48876562220069 42.43494896322122, -76.4887986510325 42.4350025003567, -76.4888323736439 42.435056209110044, -76.48885223158706 42.43509189874009, -76.4888827128749 42.435145605706566, -76.48895660140691 42.435279613245164, -76.48898708287595 42.43533331928202, -76.48908268204292 42.435503189816345, -76.48922399797421 42.43575799284893, -76.4892544799028 42.43581169881057, -76.48927433953865 42.43584738836421, -76.48930435727173 42.4359010948312, -76.48934615173062 42.43597710673107, -76.48937894945455 42.436030643500395, -76.48944686136204 42.43613789086289, -76.48955040809018 42.43625802984392, -76.4895973236705 42.43631603725401, -76.48964332673935 42.436364954529274, -76.48968655025318 42.43641386861474, -76.48972284202985 42.436454030666205, -76.48990570265377 42.43664523845264, -76.48997551403086 42.43672092993194, -76.49000972861182 42.436756459086226)",24.241461874219574,0,0,0,1,4
