OBJECTID,NAME,ALTNAME,BLOCK,Location_n,Fromstreet,ToStreet,TOTALANES,DIRECT1,SIDEWLK1,WIDTH_C_C,WIDTHAPPRO,ROW_WIDTH,StateRte,FCLASS2014,STATERESP,OWNERSHIP,lengthinv,SURFACETXT,SHOULDTEXT,RESPONSEROUTE,OWNTYPE,MGTRESPONB,STATEROUTEYN,DeedyrBkPg,SID,RINNUM,SHAPE__Length
529,LLENROC CT, ,100,100 Blk Llenroc Ct,CORNELL AVE,310 FEET FROM CORNER,2,Two-way,Sidewalks adjacent to the east side of the street only,14,14,30,NO,Local Road,NONE,CITY ST,440.009148116757,Asphalt,,NO,CITYST,CITY-ALL,NO,1934 BKPG 2235-442,1,635,182.128885192367
530,PENNSYLVANIA AVE, ,100,100 Blk Pennsylvania Ave.,CITY LINE,HUDSON ST,2,Two-way,No sidewalks adjacent to the street,21,21,50,NO,Local Road,NONE,CITY ST,208.624726209952,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,"Dec. 1962, City R/W by annexation",4,636,86.0335337018837
531,STATLER HOTEL DRIVEWAY, ,,Statler Driveway,STATLER HOTEL CIRCLE,,0,,Sidewalks adjacent to both sides of the street,0,0,0,NO,NA,NONE,CU,312.966960707249,,,NO,CU,NONE,NO,,0,,129.391309227619
532,STATLER DR, ,100,100 Blk Statler Dr.,CAMPUS RD,,0,part one way?,Sidewalks adjacent to both sides of the street,0,0,0,NO,NA,NONE,CU,443.951308756181,,,NO,CU,NONE,NO,,0,,183.78007715293
533,STEWART PARK RD, ,100,100 Blk Stewart Park Rd.,MAIN ENTRANCE,EAST OF PAVILLION,2,,No sidewalks adjacent to the street,0,0,0,NO,NA,NONE,CITY OWNED,1257.0942710478,,,NO,CITYFACIL,CITY-ALL,NO,,6,,519.760403948523
534,STEWART PARK RD, ,100,100 Blk Stewart Park Rd.,STEWART PARK RD,STEWART PARK RD,1,,No sidewalks adjacent to the street,0,0,0,NO,NA,NONE,CITY OWNED,2342.02940335255,,,NO,CITYFACIL,CITY-ALL,NO,,6,,806.470824736952
535,STEWART PARK TURNAROUND, ,100,100 Blk Stewart Park Rd.,,,1,,No sidewalks adjacent to the street,0,0,0,NO,NA,NONE,CITY OWNED,448.777626629459,,,NO,CITYFACIL,CITY-ALL,NO,,6,,185.623025995985
536,STEWART PARK RD, ,100,100 Blk Stewart Park Rd.,STEWART PARK PARKING,,2,,No sidewalks adjacent to the street,0,0,0,NO,NA,NONE,CITY OWNED,1321.15162132229,,,NO,CITYFACIL,CITY-ALL,NO,,6,,545.704943231307
537,GARDNER PKWY, ,100,100 Gardener Way,JAMES L GIBBS DR,STEWART PARK RD,1,One-way,No sidewalks adjacent to the street,0,0,0,NO,NA,NONE,CITY OWNED,208.994329515268,,,NO,CITYFACIL,CITY-ALL,NO,,6,,86.2230564351038
538,GARDNER PKWY, ,100,100 Gardener Way,JAMES L GIBBS DR,STEWART PARK RD,1,One-way,No sidewalks adjacent to the street,0,0,0,NO,NA,NONE,CITY OWNED,205.491185119967,,,NO,CITYFACIL,CITY-ALL,NO,,6,,84.7776399320329
539,STEWART PARK RD, ,100,100 Blk Stewart Park Rd.,GARDNER PKWY S,GARNER PKWY N,2,,No sidewalks adjacent to the street,0,0,0,NO,NA,NONE,CITY OWNED,56.2333170616583,,,NO,CITYFACIL,CITY-ALL,NO,,6,,23.2843256534293
540,TAUGHANNOCK BLVD,OLD TAUGHANNOCK BLVD,100,100 Blk Taughannock Blvd.,W STATE ST,W SENECA ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,0,NO,Collector,NONE,CITY ST,183.483972710687,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,,5,653,75.9239409020991
541,FAIRMOUNT AVE, ,200,200 Blk Fairmount Ave.,BRYANT AVE,ELMWOOD AVE,2,Two-way,Sidewalks adjacent to both sides of the street,24.3,24.3,50,NO,Local Road,NONE,CITY ST,318.88396241806,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,,2,656,131.933705907275
542,E GREEN ST,NYS ROUTE 79E,300,300 Blk E Green St.,S AURORA ST,E STATE ST,2,One-way,Sidewalks adjacent to both sides of the street,32,32,0,YES,Minor Arterial,MILLPAVE,NYS DOT,429.299816433029,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,NYS owned,3,659,177.232715649858
543,E STATE ST / M.L.K. JR ST,MARTIN LUTHER KING JR ST,300,300 Blk E State St.,SENECA WAY NB,E GREEN ST,2,Two-way,Sidewalks adjacent to both sides of the street,36,36,0,NO,Minor Arterial,NONE,CITY ST,95.7149585722501,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,,3,660,39.4765536960837
544,S CAYUGA ST, ,,300-400 Blk S Cayuga St.,SIXMILE CREEK,SIXMILE CREEK,2,Two-way,Sidewalks adjacent to both sides of the street,0,0,0,NO,Collector,NONE,CITY OWNED,159.148119078925,,,FIRE,CITYBRG,CITY BRIDGE,NO,,4,662,65.8707778238106
545,SPENCER RD, ,500-600,500-600 Blk Spencer Rd.,S MEADOW ST,ELMIRA RD,2,Two-way,No sidewalks adjacent to the street,24,24,50,NO,Local Road,NONE,CITY ST,4174.51545874465,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1887 BKPG 131-374,4,665,1723.81005365563
546,TAUGHANNOCK BLVD,NYS STATE ROUTE 89,Cass1,Taughannock Blvd. Rte 89,PAST CROSSWALK AT TURTLE,CASS PARK PLAYGROUND DRIVEWAY,2,Two-way,No sidewalks adjacent to the street,32,32,0,YES,Collector,ALL CITY,CITY ST,1177.51588170521,Asphalt,Vegetation,FIRE,CITYST,NYSRteCityPaves,YES,,6,668,487.338770117411
547,CASS PARK,CASS PARK ENTRANCE,,Cass Park Access Road,CASS PARK,,2,,No sidewalks adjacent to the street,0,0,0,NO,NA,NONE,CITY OWNED,592.545301514675,,,NO,CITYFACIL,CITY-ALL,NO,,6,,244.739024190506
548,TAUGHANNOCK BLVD,NYS STATE ROUTE 89,PastCassPrkEntrance,800 Blk Taughannock Blvd.,HANGAR THEATRE,CITY LINE,2,Two-way,No sidewalks adjacent to the street,30,30,0,YES,Collector,ALL CITY,CITY ST,1599.05041071397,Asphalt,Vegetation,FIRE,CITYST,NYSRteCityPaves,YES,,6,670,661.591435189689
549,RUNWAY LA,CASS PARK ACCESS ROAD,,Cass Park Access Road, ,,0,,No Information/Unknown,0,0,0,NO,NA,NONE,CITY OWNED,461.795549717545,,,NO,CITYFACIL,CITY-ALL,NO,,6,,190.562343335811
550,COVE LA, ,,Cass Park Access Road, ,,0,,No Information/Unknown,0,0,0,NO,NA,NONE,CITY OWNED,75.4955842700394,,,NO,CITYFACIL,CITY-ALL,NO,,6,,31.1597380665395
551,COVE LA, ,,Cass Park Access Road, ,,0,,No Information/Unknown,0,0,0,NO,NA,NONE,CITY OWNED,138.073589891021,,,NO,CITYFACIL,CITY-ALL,NO,,6,,57.0831601047219
552,TAUGHANNOCK BLVD,NYS STATE ROUTE 89,Cass 3,700 Blk Taughannock Blvd.,CASS PARK POOL ENTRANCE,HANGAR THEATRE,2,Two-way,No sidewalks adjacent to the street,30,30,0,YES,Collector,ALL CITY,CITY ST,1638.12479037213,Asphalt,Vegetation,FIRE,CITYST,NYSRteCityPaves,YES,,6,674,676.736120073413
553,RUNWAY LA, ,,Cass Park Access Road, ,,0,,No Information/Unknown,0,0,0,NO,NA,NONE,CITY OWNED,186.100161458476,,,NO,CITYFACIL,CITY-ALL,NO,,6,,76.8608531722318
554,RUNWAY LA,CASS PARK ACCESS ROAD,,Cass Park Access Road, ,,0,,No Information/Unknown,0,0,0,NO,NA,NONE,CITY OWNED,788.445741826049,,,NO,CITYFACIL,CITY-ALL,NO,,6,,326.245140934454
555,COVE LA, ,,Cass Park Access Road, ,,0,,No Information/Unknown,0,0,0,NO,NA,NONE,CITY OWNED,342.618186027782,,,NO,CITYFACIL,CITY-ALL,NO,,6,,141.789472260777
556,W SENECA ST,NYS ROUTE 79W,900,900 Blk W Seneca St,BRIDGE,W STATE ST,2,One-way,Sidewalks adjacent to both sides of the street,30.4,30.4,66,YES,Minor Arterial,MILLPAVE,NYS DOT,292.12605754342,Asphalt,"Curbed, Granite",FIRE,DOT,NYSMillPveCityReprs,YES,Unknown,5,678,120.477470373892
557,JAMES L GIBBS TURNAROUND, , ,Bus Turnaround off J L Gibbs,JAMES L GIBBS,JAMES L GIBBS,1,Not signed,No Information/Unknown,0,0,0,NO,NA,NONE,CITY OWNED,308.843854347252,,,NO,CITYFACIL,CITY-ALL,NO,,6,,127.640184180478
558,N TAYLOR PL, ,600,600 Blk N Taylor Pl.,CAMPBELL AVE,HECTOR ST,2,Two-way,No sidewalks adjacent to the street,32,32,55,NO,Local Road,NONE,CITY ST,394.601596614461,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Not known BKPG Not known,5,685,162.944671167428
559,N TAYLOR PL, ,500,500 Blk N Taylor Pl.,WESTWOOD KNOLL,CAMPBELL AVE,2,Two-way,No sidewalks adjacent to the street,32,32,55,NO,Local Road,NONE,CITY ST,185.173494200909,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,Not known BKPG Not known,5,686,76.5649713659339
560,CAYUGA LAKE ACCESS ROAD, , ,Cayuga Lake Access Rd,RTE 89,CAYUGA LAKE,0,Not signed,No sidewalks adjacent to the street,0,0,0,NO,NA,STATEPARKS,PRIVATE,1736.19417461273,,,NO,NCO,NONE,NO,,6,,718.32119350816
561,FALLVIEW TER, ,100,100 Blk Fallview Terrace,HECTOR ST,WESTMOUNT DR,2,Two-way,No sidewalks adjacent to the street,26,26,50,NO,Local Road,NONE,CITY ST,479.06201103433,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1955 BKPG 378-245,5,688,198.225829860342
562,CAMPBELL AVE, ,100,100 Blk Campbell Ave.,HECTOR ST,BROOKFIELD RD,2,Two-way,No sidewalks adjacent to the street,26.5,26.5,0,NO,Local Road,NONE,CITY ST,1131.31230830093,Asphalt,Vegetation,NO,CITYST,CITY-ALL,NO,1961 in process Jan 1 1961,5,689,468.229400897137
563,HIGHLAND AVE, ,200,200 Blk Highland Ave.,HEIGHTS CT,CITY LINE,2,Two-way,Sidewalks adjacent to both sides of the street,26,26,50,NO,Local Road,NONE,CITY ST,463.116226148316,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,,1,692,191.722633866399
564,KELVIN PL, ,200,200 Blk Kelvin Pl.,DEARBORN PL,CITY LINE,2,Two-way,Sidewalks adjacent to both sides of the street,19,19,40,NO,Local Road,NONE,CITY ST,185.958684951093,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1903 BKPG 159-200,1,694,76.8576092897813
565,HUDSON ST, ,600,600 Blk Hudson St.,CRESCENT PL,GRANDVIEW AVE,2,Two-way,Sidewalks adjacent to the east side of the street only,26.4,26.4,60,NO,Collector,NONE,CITY ST,1061.08143793669,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,Part probably from Dewitt. Part - unknown BKPG Unknown,4,695,439.051266814704
566,HUDSON ST, ,500,500 Blk Hudson St.,CRESCENT PL,HILLVIEW PL,2,Two-way,Sidewalks adjacent to both sides of the street,26.4,26.4,60,NO,Collector,NONE,CITY ST,454.053536888842,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,Part probably from Dewitt. Part - unknown BKPG Unknown,4,697,187.880511337859
567,CRESCENT PL, ,100,100 Blk Crescent Pl.,HUDSON ST,HOUSE #111,2,Two-way,Sidewalks adjacent to the south side of the street only,24,24,20.5,NO,Local Road,NONE,CITY ST,475.154635752578,Asphalt,,NO,CITYST,CITY-ALL,NO,1936 BKPG 242-477,4,698,196.018853838308
568,HUDSON ST, ,600,600 Blk Hudson St.,HUDSON PL,GRANDVIEW AVE,2,Two-way,Sidewalks adjacent to both sides of the street,29,29,55,NO,Collector,NONE,CITY ST,174.361993819074,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,"Dec. 1962, City R/W by annexation",4,699,72.1551138158667
569,S AURORA ST, ,,100 Blk S Aurora St.,SIXMILE CREEK,SIXMILECREEK,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,0,NO,Minor Arterial,NONE,CITY OWNED,143.110822784309,,None,FIRE,CITYBRG,CITY BRIDGE,NO,,3,701,59.1990757426608
570,OAK AVE, ,400,400 Blk Oak Ave.,DRYDEN RD,ONEIDA PL,1,One-way,Sidewalks adjacent to the north side of the street only and partial,22,22,0,NO,Local Road,NONE,CITY ST,863.812023077671,Asphalt,,NO,CITYST,CITY-ALL,NO,1929 BKPG Various,2,702,356.434113918729
571,OAK AVE, ,100,100-200 Blk Oak Ave.,COLLEGE AVE,ELMWOOD AVE,2,Two-way,Sidewalks adjacent to both sides of the street and north side partial,26,26,0,NO,Local Road,NONE,CITY ST,876.573093616049,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1929 BKPG Various,2,703,361.677779682212
572,LAKE ST, ,,400 Blk Lake St.,FALL CREEK,FALL CREEK,2,Two-way,Sidewalks adjacent to both sides of the street,0,0,0,NO,Minor Arterial,NONE,CITY OWNED,92.1086566312268,Asphalt,,FIRE,CITYBRG,CITY BRIDGE,NO,,1,708,38.1340442359905
573,LAKE ST, ,300,300 Blk Lake St.,E LINCOLN ST,FALL CREEK BRIDGE,2,Two-way,Sidewalks adjacent to both sides of the street and east side partial,28,28,66,NO,Minor Arterial,NONE,CITY ST,347.932654775559,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,see street book,1,709,144.046399345156
574,E LINCOLN ST, ,100,100 Blk E Lincoln St.,UTICA ST,N CAYUGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,66,NO,Minor Arterial,NONE,CITY ST,291.394232741332,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"1887 (Dewitt) - part, other part unknown BKPG 131-117",1,711,120.19873585733
575,E LINCOLN ST, ,300,300 Blk E Lincoln St.,N AURORA ST 1000 BLK,N TIOGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,66,NO,Minor Arterial,NONE,CITY ST,323.482460895125,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,,1,712,133.435555482277
576,E JAY ST, ,200,200 Blk E Jay St.,N TIOGA ST,UTICA ST,2,Two-way,Sidewalks adjacent to both sides of the street,32.2,32.2,66,NO,Local Road,NONE,CITY ST,295.33478129748,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,713,121.821276378719
577,QUEEN ST, ,200,200 Blk Queen St.,LINN ST,N AURORA ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,319.068380649199,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,1,714,131.622448843024
578,KING ST, ,100,100 Blk King St.,N AURORA ST,N TIOGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,324.024656902283,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,Unknown,1,715,133.654390413357
579,E LEWIS ST, ,200,200 Blk E Lewis St.,N TIOGA ST,UTICA ST,2,Two-way,Sidewalks adjacent to both sides of the street,32,32,66,NO,Local Road,NONE,CITY ST,292.77700167444,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,716,120.764211005206
580,W MARSHALL ST, ,100,100 Blk E Marshall St.,UTICA ST,N CAYUGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,298.550757586392,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,717,123.139186113492
581,W MARSHALL ST, ,200,200 Blk E Marshall St.,N TIOGA ST,UTICA ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,290.784223939945,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,718,119.935696331314
582,E MARSHALL ST, ,300,300 Blk E Marshall St.,N AURORA ST,N TIOGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,319.004442536695,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,719,131.575493536962
583,FARM ST, ,100,100 Blk Farm St.,N TIOGA ST,N CAYUGA ST,2,Two-way,Sidewalks adjacent to both sides of the street,34.1,34.1,66,NO,Local Road,NONE,CITY ST,590.986916550462,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,721,243.751599231453
584,CASCADILLA PARK RD, ,200,200 Blk Cascadilla Park Rd.,DEWITT PL,END,2,Two-way,Sidewalks adjacent to the south side of the street only and partial,15,15,0,NO,Local Road,NONE,CITY ST,348.51199944197,Asphalt,,NO,CITYST,CITY-ALL,NO,1913 BKPG 176-594,1,723,143.889558482506
585,N TIOGA ST, ,400,400 Blk N Tioga St.,E COURT ST,CASCADILLA CREEK,2,Two-way,Sidewalks adjacent to both sides of the street,37,37,66,NO,Collector,NONE,CITY ST,402.968557409193,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,"Part 1887 (Dewitt), part 1889 BKPG 131-117, MM,-1",3,724,166.807134555402
586,CASCADILLA ST, ,200,200 Blk Cascadilla St.,N GENEVA ST,N ALBANY ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.5,30.5,66,NO,Collector,NONE,CITY ST,265.223516210733,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 ( Dewitt) BKPG 131-117,3,726,109.390124359185
587,CASCADILLA ST, ,400,400 Blk Cascadilla St.,N PLAIN ST,FOURTH ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.5,30.5,66,NO,Collector,NONE,CITY ST,206.442954623745,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 ( Dewitt) BKPG 131-117,3,728,85.1463844705471
588,CASCADILLA ST, ,300-400,300-400 Blk Cascadilla St.,N ALBANY ST,N PLAIN ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.5,30.5,66,NO,Collector,NONE,CITY ST,596.209477217078,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 DeWitt BKPG 131-117,3,729,245.903744010435
589,CASCADILLA ST, ,400,400 Blk Cascadilla St.,FOURTH ST,PARK PL,2,Two-way,Sidewalks adjacent to both sides of the street,30.4,30.4,66,NO,Collector,NONE,CITY ST,258.659277605385,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,731,106.682754118947
590,CASCADILLA ST, ,700,700 Blk Cascadilla St.,N MEADOW ST,N FULTON ST,2,Two-way,Sidewalks adjacent to the north side of the street only,30.4,30.4,66,NO,Collector,NONE,CITY ST,378.372614009037,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,5,733,156.057432496702
591,W LINCOLN ST, ,200,200 Blk W Lincoln St.,AUBURN ST,DEY ST,2,Two-way,Sidewalks adjacent to both sides of the street,34,34,66,NO,Collector,NONE,CITY ST,588.70894995351,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,734,243.007924466378
592,W LINCOLN ST, ,300,300 Blk W Lincoln St.,DEY ST,WILLOW AVE,2,Two-way,Sidewalks adjacent to the south side of the street only and partial,34,34,66,NO,Local Road,NONE,CITY ST,325.930834474597,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,736,134.606263800854
593,FRANKLIN ST, ,200,200 Blk Franklin St.,DEY ST,WILLOW AVE,2,Two-way,Sidewalks adjacent to both sides of the street and partial,28,28,66,NO,Local Road,NONE,CITY ST,320.868665192685,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,737,132.481295786484
594,THIRD ST,3RD ST,500,500 Blk Third St.,CARPENTER CIR,THIRD ST WEST SECTION,2,Two-way,Sidewalks adjacent to the west side of the street only,28.15,28.15,66,NO,Local Road,NONE,CITY ST,138.432900655059,Asphalt,,FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,5,739,57.1951595528087
595,THIRD ST,3RD ST,500,500 Blk Third St.,N MEADOW ST,CARPENTER CIR,2,Two-way,Sidewalks adjacent to both sides of the street,28.15,28.15,66,NO,Local Road,NONE,CITY ST,391.146589070257,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,5,740,161.770486979534
596,THIRD ST,3RD ST,400,400 Blk Third St.,ADAMS ST,RTE 13 NB,2,Two-way,Sidewalks adjacent to both sides of the street,26,26,66,NO,Local Road,NONE,CITY ST,446.075111318418,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,742,184.49145737497
597,W MARSHALL ST, ,100,100 Blk W Marshall St.,N CAYUGA ST,WILLOW AVE,2,Two-way,Sidewalks adjacent to the north side of the street only,28,28,66,NO,Local Road,NONE,CITY ST,247.690986512139,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,1,743,102.160944909433
598,HANCOCK ST, ,200,200 Blk Hancock St.,LAKE AVE,FIRST ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.5,28.5,66,NO,Collector,NONE,CITY ST,324.648303779582,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"1) Part 1887 (Dewitt), 2) Part 1931 BKPG 1) 131-117, 2) 226-58",3,744,134.035578798906
599,MADISON ST, ,100,100 Blk Madison St.,LAKE AVE,FIRST ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.15,28.15,66,NO,Local Road,NONE,CITY ST,323.472506969875,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,745,133.547188092747
600,MADISON ST, ,300,300 Blk Madison St.,SECOND ST,THIRD ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.15,28.15,66,NO,Local Road,NONE,CITY ST,327.150391910629,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,746,135.065643283181
601,MADISON ST, ,400,400 Blk Madison St.,THIRD ST,FOURTH ST,2,Two-way,Sidewalks adjacent to both sides of the street,28.15,28.15,66,NO,Local Road,NONE,CITY ST,332.221584338201,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,747,137.157323308125
602,MADISON ST, ,500,500 Blk Madison St.,FOURTH ST,FIFTH ST,2,Two-way,Sidewalks adjacent to the north side of the street only,28.15,28.15,66,NO,Local Road,NONE,CITY ST,333.622385241994,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,748,137.730932784561
603,HANCOCK ST, ,400,400 Blk Hancock St.,SECOND ST,THIRD ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.5,30.5,66,NO,Collector,NONE,CITY ST,326.986150431902,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"1) Part 1887 (Dewitt), 2) Part 1931 BKPG 1) 131-117, 2) 226-58",3,749,134.997336028776
604,HANCOCK ST, ,500,500 Blk Hancock St.,THIRD ST,FOURTH ST,2,Two-way,Sidewalks adjacent to both sides of the street,30.5,30.5,66,NO,Collector,NONE,CITY ST,331.869527460861,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"1) Part 1887 (Dewitt), 2) Part 1931 BKPG 1) 131-117, 2) 226-58",3,750,137.013662570168
605,HANCOCK ST, ,600,600 Blk Hancock St.,FOURTH ST,FIFTH ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Collector,NONE,CITY ST,331.282838938191,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,"1) Part 1887 (Dewitt), 2) Part 1931 BKPG 1) 131-117, 2) 226-58",3,751,136.769107592785
606,HANCOCK ST, ,700,700 Blk Hancock St.,FIFTH ST,N MEADOW ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Collector,NONE,CITY ST,415.60321968447,Asphalt,,FIRE,CITYST,CITY-ALL,NO,"1) Part 1887 (Dewitt), 2) Part 1931 BKPG 1) 131-117, 2) 226-58",3,752,171.522215279485
607,THIRD ST,3RD ST,300,300 Blk Third St.,HANCOCK ST,ADAMS ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Local Road,NONE,CITY ST,391.017974931731,Asphalt,"Curbed, Granite",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,753,161.714407626157
608,FIRST ST,1ST ST,400,400 Blk First St.,HANCOCK ST,ADAMS ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,392.241899440138,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,754,162.222336628453
609,FIRST ST,1ST ST,500,500 Blk First St.,ADAMS ST,FRANKLIN ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,394.187580421886,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,755,163.029749211568
610,FIRST ST,1ST ST,600,600 Blk First St.,FRANKLIN ST,END,2,Two-way,Sidewalks adjacent to the east side of the street only,25,25,66,NO,Local Road,NONE,CITY ST,228.062448933854,Asphalt,"Curbed, Granite",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,756,94.3262374586258
611,FIRST ST,1ST ST,300,300 Blk First St.,MADISON ST,HANCOCK ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,394.274766978543,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,757,163.060775396415
612,FIRST ST,1ST ST,200,200 Blk First St.,MONROE ST,MADISON ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,387.638626511041,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,758,160.313902746513
613,FOURTH ST,4TH ST,200,200 Blk Fourth St.,MADISON ST,MORRIS ST,2,Two-way,Sidewalks adjacent to both sides of the street,28,28,66,NO,Local Road,NONE,CITY ST,188.810432982817,Asphalt,"Curbed, Concrete",NO,CITYST,CITY-ALL,NO,1887 (Dewitt),3,759,78.0913761917608
614,THIRD ST,3RD ST,200,200 Blk Third St.,MADISON ST,HANCOCK ST,2,Two-way,Sidewalks adjacent to both sides of the street,30,30,66,NO,Local Road,NONE,CITY ST,394.496162496086,Asphalt,"Curbed, Concrete",FIRE,CITYST,CITY-ALL,NO,1887 (Dewitt) BKPG 131-117,3,760,163.150502368014
